Janelia_ID,Line,CGID,Gene,Flybase_ID,Flybase_Link,Expressed,Eve_Expression,Seq_coord_of_fragment,Fragment_length,Transmembrane_Domain,Signal_Domain,Interpro_Description_GO_Term_Name,Functional_Group,SMART_ID,PFAM_ID,aCC,RP2,Us,Pcc,Els,
GMR39B05,R39B05,CG16778,sca,FBgn0003326,http://flybase.org/reports/FBgn0003326.htm,"CNS small subset, EVE lateral cells, Head",Lateral cells,2R:20975227..20976288,1061,TMhelix,,"GO:0007219~Notch signaling pathway,GO:0007399~nervous system development,GO:0008407~chaeta morphogenesis,GO:0008587~imaginal disc-derived wing margin morphogenesis,GO:0016318~ommatidial rotation,GO:0030154~cell differentiation,GO:0048749~compound eye development,GO:0097305~response to alcohol,,GO:0005615~extracellular space,GO:0005770~late endosome,GO:0062023~collagen-containing extracellular matrix,,GO:0005548~phospholipid transporter activity,GO:0008525~phosphatidylcholine transporter activity,GO:0008526~phosphatidylinositol transfer activity,GO:0031210~phosphatidylcholine binding,GO:0035091~phosphatidylinositol binding,GO:0046872~metal ion binding,GO:0070300~phosphatidic acid binding,GO:1990050~phosphatidic acid transfer activity,",None,"SM00186:FBG,","PF00147:Fibrinogen_C,",no,no,no,no,?,
GMR46F12,R46F12,CG2016,Calx,FBgn0013995,http://flybase.org/reports/FBgn0013995.htm,"EVE lateral cells, Head, Other: bodywall, Poor stain, Scattered",Lateral cells,3R:786649..787060,411,TMhelix,SignalP-TM,"GO:0006816~calcium ion transport,GO:0007154~cell communication,GO:0007602~phototransduction,GO:0034976~response to endoplasmic reticulum stress,GO:0035725~sodium ion transmembrane transport,GO:0050884~neuromuscular process controlling posture,GO:0055085~transmembrane transport,GO:0098703~calcium ion import across plasma membrane,,GO:0016020~membrane,GO:0030424~axon,GO:0033583~rhabdomere membrane,GO:0042383~sarcolemma,GO:0098794~postsynapse,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001228~DNA-binding transcription activator activity, RNA polymerase II-specific,GO:0005515~protein binding,GO:0031490~chromatin DNA binding,",TFs and Synapse,"SM00237:Calx_beta,","PF01699:Na_Ca_ex,PF03160:Calx-beta,PF16494:Na_Ca_ex_C,",no,no,?,no,?,
GMR47A04,R47A04,CG3856,alka,FBgn0033558,http://flybase.org/reports/FBgn0033558.htm,"CNS small subset, EVE lateral cells, Head",Lateral cells,3R:16539429..16540248,819,TMhelix,SignalP-noTM,"GO:0007268~chemical synaptic transmission,GO:0034220~monoatomic ion transmembrane transport,GO:0042391~regulation of membrane potential,GO:0042752~regulation of circadian rhythm,GO:0050912~detection of chemical stimulus involved in sensory perception of taste,GO:0060012~synaptic transmission, glycinergic,GO:0071469~cellular response to alkaline pH,GO:1902476~chloride transmembrane transport,GO:1904456~negative regulation of neuronal action potential,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0043005~neuron projection,GO:0045202~synapse,GO:1902495~transmembrane transporter complex,,GO:0004930~G protein-coupled receptor activity,GO:0004937~alpha1-adrenergic receptor activity,GO:0004989~octopamine receptor activity,GO:0004993~G protein-coupled serotonin receptor activity,GO:0030594~neurotransmitter receptor activity,",Synapse,,"PF02931:Neur_chan_LBD,PF02932:Neur_chan_memb,",?,?,no,?,no,
GMR50E03,R50E03,CG2999,CG32432,FBgn0052432,http://flybase.org/reports/FBgn0052432.htm,"CNS small subset, CNS superficial layer, EVE lateral cells, Head",Lateral cells,4:896307..896845,538,TMhelix,,"GO:0005886~plasma membrane,,GO:0106389~ecdysteroid 22-kinase activity,",None,"SM00042:CUB,SM00192:LDLa,","PF00057:Ldl_recept_a,",no,no,no,no,?,
GMR51C08,R51C08,CG10108,dpr5,FBgn0037908,http://flybase.org/reports/FBgn0037908.htm,"CNS small subset, EVE lateral cells, Head",Lateral cells,2R:10325849..10328724,2875,TMhelix,,"GO:0007606~sensory perception of chemical stimulus,GO:0050808~synapse organization,,GO:0005886~plasma membrane,GO:0032589~neuron projection membrane,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003700~DNA-binding transcription factor activity,",TFs and Synapse,"SM00408:IGc2,SM00409:IG,","PF07686:V-set,PF13927:Ig_3,",no,no,?,no,?,
GMR53F03,R53F03,CG4974,Mp,FBgn0260660,http://flybase.org/reports/FBgn0260660.htm,"CNS small subset, CNS superficial layer, EVE lateral cells",Lateral cells,3L:8812149..8815534,3385,TMhelix,SignalP-noTM,"GO:0007005~mitochondrion organization,GO:0008045~motor neuron axon guidance,GO:0014732~skeletal muscle atrophy,GO:0014899~cardiac muscle atrophy,GO:0030198~extracellular matrix organization,GO:0071711~basement membrane organization,GO:2001046~positive regulation of integrin-mediated signaling pathway,,GO:0005581~collagen trimer,GO:0005615~extracellular space,GO:0062023~collagen-containing extracellular matrix,",Axon Guidance,"SM00210:TSPN,","PF01391:Collagen,PF06482:Endostatin,PF20010:Collagen_trimer,",no,no,no,no,no,
GMR53G03,R53G03,CG32183,GluClα,FBgn0024963,http://flybase.org/reports/FBgn0024963.htm,"CNS small subset, EVE lateral cells, Other: bodywall",Lateral cells,3L:17666310..17669929,3619,TMhelix,,"GO:0006821~chloride transport,GO:0007268~chemical synaptic transmission,GO:0034220~monoatomic ion transmembrane transport,GO:0042391~regulation of membrane potential,GO:1902476~chloride transmembrane transport,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0034707~chloride channel complex,GO:0043005~neuron projection,GO:0045202~synapse,GO:0045211~postsynaptic membrane,GO:1902495~transmembrane transporter complex,,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,GO:0050321~tau-protein kinase activity,GO:0106310~protein serine kinase activity,",Synapse,,"PF02931:Neur_chan_LBD,PF02932:Neur_chan_memb,",no,no,no,no,?,
GMR57B09,R57B09,CG5837,Trpγ,FBgn0032593,http://flybase.org/reports/FBgn0032593.htm,"CNS deep layer, CNS small subset, EVE lateral cells, Head, Midline, Other: bodywall",Lateral cells,3L:22281176..22281755,579,TMhelix,,"GO:0006812~monoatomic cation transport,GO:0006816~calcium ion transport,GO:0007628~adult walking behavior,GO:0009416~response to light stimulus,GO:0050884~neuromuscular process controlling posture,GO:0050908~detection of light stimulus involved in visual perception,GO:0051480~regulation of cytosolic calcium ion concentration,GO:0070588~calcium ion transmembrane transport,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016028~rhabdomere,GO:0033583~rhabdomere membrane,GO:0034703~cation channel complex,GO:0043025~neuronal cell body,GO:1990635~proximal dendrite,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0003700~DNA-binding transcription factor activity,GO:0046872~metal ion binding,GO:0140297~DNA-binding transcription factor binding,",TF,"SM00248:ANK,SM01420:TRP_2,","PF00023:Ank,PF00520:Ion_trans,PF08344:TRP_2,PF12796:Ank_2,",no,no,yes,no,yes,
GMR60F07,R60F07,CG10697,Lkr,FBgn0035610,http://flybase.org/reports/FBgn0035610.htm,"CNS small subset, EVE lateral cells, Head, Other: bodywall, Other: gut/internal",Lateral cells,2L:19118100..19119215,1115,TMhelix,,"GO:0007186~G protein-coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:2000252~negative regulation of feeding behavior,,GO:0016020~membrane,GO:0016323~basolateral plasma membrane,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0046872~metal ion binding,",TF,"SM01381:7TM_GPCR_Srsx,","PF00001:7tm_1,",yes,no,no,?,no,
GMR64G06,R64G06,CG7395,Atpα,FBgn0002921,http://flybase.org/reports/FBgn0002921.htm,"CNS small subset, EVE lateral cells, Head, Other: bodywall",Lateral cells,3L:20082737..20086525,3788,TMhelix,,"GO:0001894~tissue homeostasis,GO:0006812~monoatomic cation transport,GO:0006813~potassium ion transport,GO:0006883~intracellular sodium ion homeostasis,GO:0007268~chemical synaptic transmission,GO:0007605~sensory perception of sound,GO:0007626~locomotory behavior,GO:0007630~jump response,GO:0008340~determination of adult lifespan,GO:0008344~adult locomotory behavior,GO:0009266~response to temperature stimulus,GO:0009612~response to mechanical stimulus,GO:0019991~septate junction assembly,GO:0030007~intracellular potassium ion homeostasis,GO:0035158~regulation of tube diameter, open tracheal system,GO:0035159~regulation of tube length, open tracheal system,GO:0036376~sodium ion export across plasma membrane,GO:0050905~neuromuscular process,GO:0051124~synaptic assembly at neuromuscular junction,GO:0060439~trachea morphogenesis,GO:1902600~proton transmembrane transport,GO:1990573~potassium ion import across plasma membrane,,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005890~sodium:potassium-exchanging ATPase complex,GO:0005918~septate junction,GO:0016020~membrane,GO:0016323~basolateral plasma membrane,GO:0045202~synapse,,GO:0004500~dopamine beta-monooxygenase activity,GO:0005507~copper ion binding,GO:0016715~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen,",Synapse,"SM00831:Cation_ATPase_N,","PF00122:E1-E2_ATPase,PF00689:Cation_ATPase_C,PF00690:Cation_ATPase_N,PF00702:Hydrolase,PF13246:Cation_ATPase,",no,no,?,no,yes,
GMR67A02,R67A02,CG8643,NPFR,FBgn0037408,http://flybase.org/reports/FBgn0037408.htm,"CNS small subset, CNS superficial layer, EVE lateral cells, Head, Other: bodywall, Other: gut/internal",Lateral cells,2R:4492846..4495842,2996,TMhelix,,"GO:0007186~G protein-coupled receptor signaling pathway,GO:0007217~tachykinin receptor signaling pathway,GO:0007218~neuropeptide signaling pathway,GO:0030536~larval feeding behavior,GO:0042048~olfactory behavior,GO:0044703~multi-organism reproductive process,GO:1990834~response to odorant,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0043005~neuron projection,,GO:0001664~G protein-coupled receptor binding,GO:0005184~neuropeptide hormone activity,GO:0071859~neuropeptide F receptor binding,",None,"SM01381:7TM_GPCR_Srsx,","PF00001:7tm_1,",no,no,?,no,?,
GMR69A01,R69A01,CG11491,AstC-R1,FBgn0036790,http://flybase.org/reports/FBgn0036790.htm,"CNS small subset, EVE lateral cells, Head, Other: gut/internal",Lateral cells,X:1453538..1457226,3688,TMhelix,,"GO:0007186~G protein-coupled receptor signaling pathway,GO:0007218~neuropeptide signaling pathway,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0043005~neuron projection,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0046983~protein dimerization activity,GO:0070888~E-box binding,GO:0071820~N-box binding,",TF,"SM01381:7TM_GPCR_Srsx,","PF00001:7tm_1,",no,no,yes,no,no,
GMR70F05,R70F05,CG10537,ptc,FBgn0003892,http://flybase.org/reports/FBgn0003892.htm,"CNS small subset, EVE lateral cells, Head, Other: bodywall, Scattered",Lateral cells,3L:9185558..9186979,1421,TMhelix,,"GO:0001746~Bolwig's organ morphogenesis,GO:0007346~regulation of mitotic cell cycle,GO:0007367~segment polarity determination,GO:0007411~axon guidance,GO:0007455~eye-antennal disc morphogenesis,GO:0007476~imaginal disc-derived wing morphogenesis,GO:0008406~gonad development,GO:0030707~follicle cell of egg chamber development,GO:0035225~determination of genital disc primordium,GO:0035332~positive regulation of hippo signaling,GO:0042981~regulation of apoptotic process,GO:0045879~negative regulation of smoothened signaling pathway,GO:0048099~anterior/posterior lineage restriction, imaginal disc,GO:0048100~wing disc anterior/posterior pattern formation,GO:0055088~lipid homeostasis,GO:2000274~regulation of epithelial cell migration, open tracheal system,,GO:0005886~plasma membrane,GO:0005929~cilium,GO:0009925~basal plasma membrane,GO:0016020~membrane,GO:0030139~endocytic vesicle,GO:0045169~fusome,,GO:0004930~G protein-coupled receptor activity,",Axon Guidance,,"PF02460:Patched,",?,?,?,?,?,UNCLEAR STAINING
GMR71A08,R71A08,CG2102,5-HT7,FBgn0004573,http://flybase.org/reports/FBgn0004573.htm,"CNS small subset, EVE lateral cells, Head, Other: bodywall",Lateral cells,3R:1540909..1541507,598,TMhelix,,"GO:0007186~G protein-coupled receptor signaling pathway,GO:0007187~G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,GO:0007192~adenylate cyclase-activating serotonin receptor signaling pathway,GO:0007210~serotonin receptor signaling pathway,GO:0007268~chemical synaptic transmission,GO:0007619~courtship behavior,GO:0016543~male courtship behavior, orientation prior to leg tapping and wing vibration,GO:0016545~male courtship behavior, veined wing vibration,GO:0016546~male courtship behavior, proboscis-mediated licking,GO:0060179~male mating behavior,GO:0060180~female mating behavior,GO:0071417~cellular response to organonitrogen compound,GO:1901700~response to oxygen-containing compound,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030425~dendrite,GO:0045202~synapse,",Synapse,"SM01381:7TM_GPCR_Srsx,","PF00001:7tm_1,",?,no,yes,?,no,
GMR71B03,R71B03,CG5406,mtt,FBgn0050361,http://flybase.org/reports/FBgn0050361.htm,"CNS small subset, EVE lateral cells, Head, Other: bodywall",Lateral cells,3L:5697144..5698108,964,TMhelix,,"GO:0007186~G protein-coupled receptor signaling pathway,GO:0007200~phospholipase C-activating G protein-coupled receptor signaling pathway,GO:0008343~adult feeding behavior,GO:0017085~response to insecticide,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030425~dendrite,",None,,"PF00003:7tm_3,PF01094:ANF_receptor,PF07562:NCD3G,",?,?,?,?,?,UNCLEAR STAINING
GMR71B04,R71B04,CG7431,Rdl,FBgn0004244,http://flybase.org/reports/FBgn0004244.htm,"CNS small subset, EVE lateral cells, Head, Midline, Other: bodywall, Other: gut/internal",Lateral cells,3R:13578752..13579827,1075,TMhelix,,"GO:0002121~inter-male aggressive behavior,GO:0006811~monoatomic ion transport,GO:0007165~signal transduction,GO:0007268~chemical synaptic transmission,GO:0009410~response to xenobiotic stimulus,GO:0009612~response to mechanical stimulus,GO:0030431~sleep,GO:0034220~monoatomic ion transmembrane transport,GO:0042048~olfactory behavior,GO:0042391~regulation of membrane potential,GO:0042749~regulation of circadian sleep/wake cycle,GO:0050805~negative regulation of synaptic transmission,GO:0050877~nervous system process,GO:0090328~regulation of olfactory learning,GO:1902476~chloride transmembrane transport,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030424~axon,GO:0030425~dendrite,GO:0032589~neuron projection membrane,GO:0032809~neuronal cell body membrane,GO:0034707~chloride channel complex,GO:0043005~neuron projection,GO:0045202~synapse,GO:0045211~postsynaptic membrane,GO:1902495~transmembrane transporter complex,GO:1902711~GABA-A receptor complex,,GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001228~DNA-binding transcription activator activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0003700~DNA-binding transcription factor activity,GO:0046872~metal ion binding,GO:0046974~histone H3K9 methyltransferase activity,",TFs and Synapse,,"PF02931:Neur_chan_LBD,PF02932:Neur_chan_memb,",no,no,no,no,no,
GMR72B05,R72B05,CG9652,TyrR,FBgn0038542,http://flybase.org/reports/FBgn0038542.htm,"CNS small subset, EVE lateral cells, Head, Other: bodywall, Other: gut/internal",Lateral cells,3R:10011510..10013444,1934,TMhelix,,"GO:0007186~G protein-coupled receptor signaling pathway,GO:0007200~phospholipase C-activating G protein-coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0007211~octopamine or tyramine signaling pathway,GO:0007267~cell-cell signaling,GO:0043410~positive regulation of MAPK cascade,GO:0071418~cellular response to amine stimulus,GO:0071880~adenylate cyclase-activating adrenergic receptor signaling pathway,GO:0071928~tyramine signaling pathway,GO:1900738~positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway,,GO:0005886~plasma membrane,GO:0016020~membrane,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003700~DNA-binding transcription factor activity,GO:0043565~sequence-specific DNA binding,",TF,"SM01381:7TM_GPCR_Srsx,","PF00001:7tm_1,",no,no,no,no,no,
GMR72C08,R72C08,CG33517,Sema5c,FBgn0284221,http://flybase.org/reports/FBgn0284221.htm,"CNS small subset, EVE lateral cells, Head",Lateral cells,X:19930988..19932816,1828,TMhelix,SignalP-noTM,"GO:0001700~embryonic development via the syncytial blastoderm,GO:0001755~neural crest cell migration,GO:0007411~axon guidance,GO:0030335~positive regulation of cell migration,GO:0042048~olfactory behavior,GO:0048036~central complex development,GO:0048843~negative regulation of axon extension involved in axon guidance,GO:0071526~semaphorin-plexin signaling pathway,,GO:0005768~endosome,GO:0005886~plasma membrane,GO:0016324~apical plasma membrane,GO:0016328~lateral plasma membrane,",Axon Guidance,"SM00209:TSP1,SM00423:PSI,SM00630:Sema,","PF00090:TSP_1,PF01403:Sema,PF01437:PSI,",?,?,?,?,?,UNCLEAR STAINING
